dataset,ir,model,condition,seed,ece,brier,auc,pr_auc,f1
credit_g,2.33,rf,E1_rus,7,0.16308333333333333,0.19247944444444443,0.7863809523809524,0.6016166656777228,0.6032171581769437
credit_g,2.33,rf,E1_rus,8,0.16183333333333336,0.19341069444444445,0.7816142857142857,0.5953330203474104,0.5879120879120879
credit_g,2.33,rf,E1_rus,9,0.157025,0.19225881944444445,0.7805119047619047,0.6025088009730567,0.5876010781671159
credit_g,2.33,rf,E2_cw,0,0.041583333333333306,0.16304694444444445,0.7919547619047619,0.6297229070908994,0.49572649572649574
credit_g,2.33,rf,E2_cw,1,0.03940833333333332,0.16576368055555554,0.7833452380952381,0.6047384382497734,0.4685466377440347
credit_g,2.33,rf,E2_cw,2,0.0297,0.16355902777777778,0.7908761904761904,0.6149539237693855,0.49678800856531047
credit_g,2.33,rf,E2_cw,3,0.02530833333333334,0.16542506944444446,0.7827904761904763,0.6198974806999322,0.47186147186147187
credit_g,2.33,rf,E2_cw,4,0.021208333333333333,0.16616381944444442,0.7821571428571429,0.6049779306682134,0.46220302375809935
credit_g,2.33,rf,E2_cw,5,0.03423333333333335,0.16425625000000002,0.7864261904761904,0.6259212938719871,0.49676025917926564
credit_g,2.33,rf,E2_cw,6,0.035366666666666664,0.16619152777777776,0.7842666666666666,0.5989776206403009,0.437636761487965
credit_g,2.33,rf,E2_cw,7,0.04142499999999999,0.16261979166666665,0.7933761904761906,0.6302217613007666,0.47058823529411764
credit_g,2.33,rf,E2_cw,8,0.02540833333333334,0.16367631944444444,0.7882809523809524,0.6257477440207114,0.48590021691973967
credit_g,2.33,rf,E2_cw,9,0.03336666666666669,0.16360555555555556,0.7862523809523809,0.6353341173942824,0.4978165938864629
credit_g,2.33,rf,E3_smote_platt,0,0.023403248189781983,0.16737132948432637,0.7766023809523809,0.5960613995816204,0.5130260521042084
credit_g,2.33,rf,E3_smote_platt,1,0.026057349998018405,0.17324909720550152,0.7542142857142856,0.5729788305531718,0.4691358024691358
credit_g,2.33,rf,E3_smote_platt,2,0.02130731330110966,0.16831845599587292,0.7770761904761905,0.5872199456726529,0.5149700598802395
credit_g,2.33,rf,E3_smote_platt,3,0.013143337370652743,0.16707645946514776,0.770752380952381,0.5994838199917333,0.5304518664047151
credit_g,2.33,rf,E3_smote_platt,4,0.03253092656939503,0.1702240611656447,0.7731309523809524,0.5979204374364896,0.5171102661596958
credit_g,2.33,rf,E3_smote_platt,5,0.0247015291531579,0.16877061859496936,0.7676857142857143,0.6002942920983547,0.4511930585683297
credit_g,2.33,rf,E3_smote_platt,6,0.030502965396837427,0.16980004000516982,0.7711666666666668,0.573411376466402,0.4673684210526316
credit_g,2.33,rf,E3_smote_platt,7,0.02002053856559177,0.16704207440938973,0.7769952380952381,0.6085511658375398,0.5009861932938856
credit_g,2.33,rf,E3_smote_platt,8,0.025932555104086295,0.17033415730797974,0.7699285714285713,0.5791393736193505,0.483739837398374
credit_g,2.33,rf,E3_smote_platt,9,0.02529704579045569,0.16979042028490315,0.7690357142857143,0.5947086918980984,0.5019305019305019
credit_g,2.33,rf,E3_smote_iso,0,0.03877171266834043,0.17370000000125335,0.7624928571428571,0.563645229575969,0.48360655737704916
credit_g,2.33,rf,E3_smote_iso,1,0.03174529622622781,0.17465588508008348,0.7532857142857143,0.563795087737306,0.40271493212669685
credit_g,2.33,rf,E3_smote_iso,2,0.02034699376601453,0.1717160625970237,0.7686190476190475,0.5745226059878171,0.49500998003992014
credit_g,2.33,rf,E3_smote_iso,3,0.05843833198417031,0.17163539343021114,0.7694690476190477,0.5823371011347228,0.49377593360995853
credit_g,2.33,rf,E3_smote_iso,4,0.06017871084975708,0.1764059857389576,0.7637571428571428,0.5655304114141302,0.5274725274725275
credit_g,2.33,rf,E3_smote_iso,5,0.02776672896951013,0.16899702650863538,0.765697619047619,0.5917941413232773,0.4406047516198704
credit_g,2.33,rf,E3_smote_iso,6,0.04851215456889132,0.17773546576513302,0.7574714285714286,0.5478807818778756,0.47035573122529645
credit_g,2.33,rf,E3_smote_iso,7,0.0414779857477408,0.17075914786944632,0.7691738095238095,0.5691409804309437,0.49019607843137253
credit_g,2.33,rf,E3_smote_iso,8,0.05078181103127554,0.17724697830333286,0.7611142857142859,0.5475431453561889,0.4528301886792453
credit_g,2.33,rf,E3_smote_iso,9,0.042679304303252036,0.17346807406810427,0.7597261904761905,0.5791410286627864,0.44635193133047213
credit_g,2.33,histgb,E0_none,0,0.149320725808332,0.19278738931187725,0.7719761904761905,0.5968656336851973,0.5559701492537313
credit_g,2.33,histgb,E0_none,1,0.1562560678574596,0.19374285819675047,0.7702428571428571,0.6209529756238705,0.5301645338208409
credit_g,2.33,histgb,E0_none,2,0.1636022729567442,0.20060545070483418,0.7638095238095238,0.5945238742370227,0.5274336283185841
credit_g,2.33,histgb,E0_none,3,0.1519444480777604,0.19648151076604217,0.7673476190476191,0.6070836463369822,0.5315985130111525
credit_g,2.33,histgb,E0_none,4,0.16462952178044307,0.19884532574573638,0.7673285714285715,0.5940391455840073,0.5263157894736842
credit_g,2.33,histgb,E0_none,5,0.13848508289436318,0.18397887610251906,0.7734714285714285,0.641032350769568,0.5423728813559322
credit_g,2.33,histgb,E0_none,6,0.14976840729252353,0.19045006834991746,0.776495238095238,0.6087151561382023,0.5215759849906192
credit_g,2.33,histgb,E0_none,7,0.1357481253321896,0.18841793333463897,0.7737666666666667,0.6221401700616189,0.5637342908438061
credit_g,2.33,histgb,E0_none,8,0.14810915806195782,0.19111077119748188,0.7792952380952382,0.6274722216205206,0.5601436265709157
credit_g,2.33,histgb,E0_none,9,0.15415791287259922,0.19192302650508106,0.7700380952380953,0.629510457910787,0.5357798165137615
credit_g,2.33,histgb,E1_smote,0,0.16694582566143046,0.19848870192701215,0.7738095238095237,0.5973225867301877,0.5212569316081331
credit_g,2.33,histgb,E1_smote,1,0.15628882718475529,0.1958085985401869,0.7667190476190477,0.6142150597401996,0.5343228200371057
credit_g,2.33,histgb,E1_smote,2,0.1658334833760165,0.20162768441608925,0.7748809523809524,0.6074610592360561,0.5418894830659536
credit_g,2.33,histgb,E1_smote,3,0.16982199632842393,0.20178914286121294,0.761395238095238,0.599696757638347,0.5321428571428571
credit_g,2.33,histgb,E1_smote,4,0.17225535961759306,0.20239029699152666,0.7632857142857143,0.6008763136154109,0.521415270018622
credit_g,2.33,histgb,E1_smote,5,0.1394271199707665,0.18393749718004063,0.7776142857142858,0.63832217324495,0.5677179962894249
credit_g,2.33,histgb,E1_smote,6,0.1528359028436157,0.19510223040382682,0.7769523809523808,0.6201447588267397,0.5269016697588126
credit_g,2.33,histgb,E1_smote,7,0.1450914761467137,0.19300152824203884,0.770947619047619,0.620600361890948,0.5535055350553506
credit_g,2.33,histgb,E1_smote,8,0.16830329091152585,0.19932505847957738,0.7718952380952381,0.6132552494588676,0.5394495412844037
credit_g,2.33,histgb,E1_smote,9,0.17040294442029869,0.20506431175140796,0.756304761904762,0.5973845440312997,0.5094339622641509
credit_g,2.33,histgb,E1_ros,0,0.16473255116196156,0.199645102427869,0.7744095238095239,0.5959843570898161,0.5622775800711743
credit_g,2.33,histgb,E1_ros,1,0.16482579362894256,0.1990459247254443,0.7693857142857142,0.622596719412452,0.5405405405405406
credit_g,2.33,histgb,E1_ros,2,0.1722384104347296,0.20239620547803366,0.7739333333333334,0.5976797315193445,0.5498281786941581
credit_g,2.33,histgb,E1_ros,3,0.16679009584631838,0.20529732328305692,0.7646380952380953,0.5895792992374815,0.5495652173913044
credit_g,2.33,histgb,E1_ros,4,0.16660688750960204,0.2050415832130601,0.7631333333333333,0.5891936527775743,0.5444839857651246
credit_g,2.33,histgb,E1_ros,5,0.1495108732051577,0.19230739519748097,0.7751761904761905,0.6246531055044776,0.5523465703971119
credit_g,2.33,histgb,E1_ros,6,0.17458857651402748,0.20596097559051899,0.7731238095238095,0.5988954592852151,0.5380530973451327
credit_g,2.33,histgb,E1_ros,7,0.15759460087865243,0.19689307243178503,0.7696190476190476,0.6161269020722443,0.5561312607944733
credit_g,2.33,histgb,E1_ros,8,0.16584920666948402,0.19877043464797778,0.779295238095238,0.6141063884071962,0.56
credit_g,2.33,histgb,E1_ros,9,0.16241329352220926,0.2048490097159332,0.7620428571428571,0.5998591932314623,0.5528169014084507
credit_g,2.33,histgb,E1_rus,0,0.19612160894010294,0.23670913156352658,0.7495142857142857,0.5615525620260979,0.5499316005471956
credit_g,2.33,histgb,E1_rus,1,0.19935322955282891,0.23392447104564779,0.7532238095238095,0.5759636191817348,0.5667125171939478
credit_g,2.33,histgb,E1_rus,2,0.19437185469950108,0.23301812121119567,0.766647619047619,0.5970632230677061,0.5795918367346938
credit_g,2.33,histgb,E1_rus,3,0.19951479742079228,0.2426701445151761,0.7395999999999999,0.5499881648437114,0.5490196078431373
credit_g,2.33,histgb,E1_rus,4,0.19076690540483882,0.23129353190979954,0.7575095238095239,0.5732210783830174,0.5714285714285714
credit_g,2.33,histgb,E1_rus,5,0.20598608583223987,0.23902771124042216,0.7566285714285714,0.5759165190167463,0.5640326975476839
credit_g,2.33,histgb,E1_rus,6,0.20943032862533711,0.2419604384809837,0.758452380952381,0.5604827092205996,0.5676392572944297
credit_g,2.33,histgb,E1_rus,7,0.20967972892631945,0.2399012224752728,0.7613333333333334,0.598854065640017,0.5718085106382979
credit_g,2.33,histgb,E1_rus,8,0.21842636772662222,0.24398909811920635,0.7487190476190475,0.5646953033479782,0.5538881309686221
credit_g,2.33,histgb,E1_rus,9,0.1983161436059499,0.23860222718859164,0.7466809523809524,0.5519496509730764,0.569060773480663
credit_g,2.33,histgb,E2_cw,0,0.16239571267373032,0.19713368211130763,0.7740238095238094,0.6052962216508917,0.562390158172232
credit_g,2.33,histgb,E2_cw,1,0.1562079116819089,0.20034510450606777,0.7652714285714286,0.6045625852852005,0.5530434782608695
credit_g,2.33,histgb,E2_cw,2,0.15857458412000586,0.20142791676254582,0.7731571428571429,0.6014421571092069,0.5488215488215489
credit_g,2.33,histgb,E2_cw,3,0.1618439422033556,0.20012556267981274,0.7673857142857142,0.602669833574278,0.5601374570446735
credit_g,2.33,histgb,E2_cw,4,0.15904351090048208,0.1986863214175871,0.7701476190476191,0.6123583956848699,0.541958041958042
credit_g,2.33,histgb,E2_cw,5,0.1534826570356713,0.18861794554411235,0.7715571428571428,0.637711767733625,0.5614035087719298
credit_g,2.33,histgb,E2_cw,6,0.15601186587297655,0.19491583857198175,0.7708619047619049,0.6026723043341736,0.5441696113074205
credit_g,2.33,histgb,E2_cw,7,0.14688200938319831,0.1942599762817573,0.7652619047619047,0.6172696007479905,0.5843478260869566
credit_g,2.33,histgb,E2_cw,8,0.16318898751817917,0.19816540726432838,0.7725333333333333,0.6135264534761224,0.5506756756756757
credit_g,2.33,histgb,E2_cw,9,0.16935802068793035,0.20061595351263484,0.7593238095238095,0.6099778675599875,0.545774647887324
credit_g,2.33,histgb,E3_smote_platt,0,0.02119063404974599,0.17052039961228987,0.7626190476190475,0.5907296701097816,0.486815415821501
credit_g,2.33,histgb,E3_smote_platt,1,0.020875018300174207,0.1718001278733442,0.7548714285714285,0.5888617287828142,0.4723404255319149
credit_g,2.33,histgb,E3_smote_platt,2,0.025959991489354593,0.17139112142526755,0.7569714285714285,0.59619080721834,0.4896265560165975
credit_g,2.33,histgb,E3_smote_platt,3,0.02629658984127714,0.1735933845287601,0.7538714285714286,0.5696004443520054,0.46218487394957986
credit_g,2.33,histgb,E3_smote_platt,4,0.03196654731948423,0.17719245176230133,0.7437857142857144,0.567657749621177,0.5038461538461538
credit_g,2.33,histgb,E3_smote_platt,5,0.023519280457316525,0.16800375564649972,0.7669714285714285,0.6161097251425571,0.45598194130925507
credit_g,2.33,histgb,E3_smote_platt,6,0.036473180149933226,0.17015430882234886,0.7726095238095237,0.5880661029817859,0.4036697247706422
credit_g,2.33,histgb,E3_smote_platt,7,0.02783606615478164,0.17361770880312052,0.7553238095238095,0.5846897442695539,0.4708249496981891
credit_g,2.33,histgb,E3_smote_platt,8,0.03128913159046944,0.17217192667587505,0.7605095238095239,0.5817489944321275,0.45726495726495725
credit_g,2.33,histgb,E3_smote_platt,9,0.0219764051725861,0.17249345680608252,0.7569333333333332,0.5837484104841181,0.47058823529411764
credit_g,2.33,histgb,E3_smote_iso,0,0.041068368500961426,0.17357586991862547,0.7565571428571428,0.5696116330700697,0.4225352112676056
credit_g,2.33,histgb,E3_smote_iso,1,0.057033938143462304,0.17612229247050787,0.7468595238095238,0.5664478090444484,0.4531590413943355
credit_g,2.33,histgb,E3_smote_iso,2,0.03651329486733227,0.1752212222250331,0.74595,0.5716759124936321,0.4349775784753363
credit_g,2.33,histgb,E3_smote_iso,3,0.04766804315116007,0.1789236170484509,0.7428547619047621,0.5545879929756242,0.4577319587628866
credit_g,2.33,histgb,E3_smote_iso,4,0.060799784319488986,0.1810086196536235,0.7394047619047618,0.5426047514966856,0.4810126582278481
credit_g,2.33,histgb,E3_smote_iso,5,0.04378570226692287,0.17032291174271727,0.75545,0.5920399338489438,0.4246575342465753
credit_g,2.33,histgb,E3_smote_iso,6,0.03528709918978326,0.17420424096319884,0.7562738095238094,0.564620765345192,0.47401247401247404
credit_g,2.33,histgb,E3_smote_iso,7,0.046830212888408454,0.17897373846541456,0.745397619047619,0.5619472003188365,0.48031496062992124
credit_g,2.33,histgb,E3_smote_iso,8,0.037555529977815416,0.17260561177026024,0.763057142857143,0.5708089846972967,0.48
credit_g,2.33,histgb,E3_smote_iso,9,0.033150537787033516,0.17639721421321541,0.750854761904762,0.5497185898030794,0.4520255863539446
phoneme,2.41,rf,E0_none,0,0.036969528744140154,0.06799752241138252,0.963593504452593,0.922681270958322,0.8466921119592875
phoneme,2.41,rf,E0_none,1,0.03611676535899334,0.06986837167941443,0.9611862935045187,0.918949684809736,0.8434810328339177
phoneme,2.41,rf,E0_none,2,0.03782229212928695,0.06919844610987747,0.9624096748857374,0.9193643137109044,0.8453477294379168
phoneme,2.41,rf,E0_none,3,0.03641592647421663,0.07014938779916112,0.9610597937558666,0.921054291163659,0.8415335463258786
phoneme,2.41,rf,E0_none,4,0.0318205650135702,0.07006526801134962,0.9602965841104426,0.9145324207177185,0.8404693942277196
phoneme,2.41,rf,E0_none,5,0.039970392301998524,0.06935796015297312,0.9618530594773413,0.9187650194678499,0.8507795100222717
phoneme,2.41,rf,E0_none,6,0.03659172218110042,0.06977600182992022,0.961561251310412,0.9154346609075446,0.8451510333863275
phoneme,2.41,rf,E0_none,7,0.033057303232173714,0.07167217955835184,0.9599846284639626,0.9120060756315433,0.8385864374403056
phoneme,2.41,rf,E0_none,8,0.04074296817172465,0.0686940871987828,0.9627387228611799,0.9216088322337037,0.8498238872878643
phoneme,2.41,rf,E0_none,9,0.03490470022205774,0.07007251572908957,0.9609522029122026,0.9163493327457645,0.8390181702263309
phoneme,2.41,rf,E1_smote,0,0.040690537873180346,0.07077053263015051,0.9635630355183551,0.9211365825064711,0.8470305938812237
phoneme,2.41,rf,E1_smote,1,0.038989637305699494,0.07242569804260218,0.9610424537119915,0.9140792877037023,0.8378541289933695
phoneme,2.41,rf,E1_smote,2,0.0436651862817666,0.0715125370096225,0.9630457242094095,0.9170808868107247,0.8415071770334929
phoneme,2.41,rf,E1_smote,3,0.041711386627189734,0.07197203460399704,0.9617511660766649,0.9185085192215714,0.8363309352517986
phoneme,2.41,rf,E1_smote,4,0.04140914137675796,0.07204908658195575,0.9610393159897664,0.9137198685959375,0.8389221556886227
phoneme,2.41,rf,E1_smote,5,0.042363681223784866,0.07157822908956328,0.9628198082092061,0.917980862724128,0.8413504631012847
phoneme,2.41,rf,E1_smote,6,0.039546323710831506,0.07226042694711736,0.961663062139451,0.9119619121030104,0.841255605381166
phoneme,2.41,rf,E1_smote,7,0.037800703182827536,0.07496940280861913,0.959274347238177,0.9059328050362611,0.8319377990430622
phoneme,2.41,rf,E1_smote,8,0.04174685418208733,0.07120188749074759,0.9624691264647383,0.9172532696879704,0.8382660687593423
phoneme,2.41,rf,E1_smote,9,0.04222643720700716,0.07208882052389176,0.9620958200915952,0.9158923632980507,0.8378216636744464
phoneme,2.41,rf,E1_ros,0,0.03496946706143599,0.068164489781232,0.9641290640934261,0.9246557090277762,0.847217952659084
phoneme,2.41,rf,E1_ros,1,0.03437885516901057,0.06929113722345588,0.962354104173699,0.9188786165232231,0.8455836936380482
phoneme,2.41,rf,E1_ros,2,0.037791450777202085,0.06815672804095732,0.9636987832904071,0.923146194634608,0.8495684340320592
phoneme,2.41,rf,E1_ros,3,0.035180730323217384,0.06957179352742825,0.9617962501907406,0.920900881698152,0.8471750540290213
phoneme,2.41,rf,E1_ros,4,0.031493646681470505,0.07023224823176248,0.9612612685513697,0.9151946986820807,0.8432996013492794
phoneme,2.41,rf,E1_ros,5,0.03578830495928943,0.06839085245497162,0.9636564240403689,0.922290458705212,0.8533742331288343
phoneme,2.41,rf,E1_ros,6,0.035137552430298556,0.06926160662883461,0.9633545421336642,0.9195012392773034,0.8494326893590923
phoneme,2.41,rf,E1_ros,7,0.03043424623735505,0.07141004091619377,0.9602280496513165,0.9120260317249795,0.8397416179637035
phoneme,2.41,rf,E1_ros,8,0.03782846039970392,0.06845766253392549,0.9628353316770565,0.9215538532475682,0.8464396284829722
phoneme,2.41,rf,E1_ros,9,0.03284758203799655,0.0699641597787647,0.9621212521559456,0.9159084556853638,0.8438171218165081
phoneme,2.41,rf,E1_rus,0,0.08198248211201577,0.09098800271403898,0.9526616802205257,0.8885843216302851,0.8093255620316403
phoneme,2.41,rf,E1_rus,1,0.08017826301505057,0.0905977054034049,0.9519551972900648,0.8846287432643637,0.8130762782900252
phoneme,2.41,rf,E1_rus,2,0.0798791018998273,0.09154810736902706,0.9515280542092708,0.8835433580473885,0.8065049614112458
phoneme,2.41,rf,E1_rus,3,0.08205341722181099,0.09282326877210298,0.9500291312737104,0.8814328383544883,0.8049723756906078
phoneme,2.41,rf,E1_rus,4,0.08150135701949172,0.0924491374701867,0.9496466594488047,0.8752413288545356,0.806881243063263
phoneme,2.41,rf,E1_rus,5,0.079579940784604,0.09022755777613291,0.9519220034917893,0.8817399772962153,0.8081088586503749
phoneme,2.41,rf,E1_rus,6,0.07972335307179866,0.09072170048934945,0.9519691518968028,0.8863159963009123,0.8100278551532033
phoneme,2.41,rf,E1_rus,7,0.08298482605477424,0.09316301196644461,0.9493539429938626,0.8768728340730825,0.8124306326304107
phoneme,2.41,rf,E1_rus,8,0.07830773501110289,0.09062920213422157,0.9513899944313687,0.8817146041503747,0.8062622309197651
phoneme,2.41,rf,E1_rus,9,0.08116518628176658,0.09127035529237602,0.950612830179207,0.8804168560571547,0.8068023417897965
phoneme,2.41,rf,E2_cw,0,0.03899580557611645,0.068186168681635,0.9636900306968319,0.9222462895050098,0.849568827850527
phoneme,2.41,rf,E2_cw,1,0.034977177399457195,0.070031612385887,0.9614320266977224,0.9159824336578594,0.8419023136246787
phoneme,2.41,rf,E2_cw,2,0.03560017271157169,0.06983021835677276,0.9620780671895324,0.9183461447803438,0.8433811802232855
phoneme,2.41,rf,E2_cw,3,0.03404114236368122,0.07025525074019244,0.9612829848920326,0.9188775571054416,0.8374035989717223
phoneme,2.41,rf,E2_cw,4,0.03160004934616333,0.07090722407270335,0.9605637033577592,0.913332709444014,0.8371943371943372
phoneme,2.41,rf,E2_cw,5,0.04001202812731311,0.06872870661649806,0.9632837782403257,0.919771031437024,0.850368471643704
phoneme,2.41,rf,E2_cw,6,0.037253269183321,0.07002906797434,0.9617699098383776,0.915270613891954,0.8432883750802826
phoneme,2.41,rf,E2_cw,7,0.03172341475450284,0.07175471872686899,0.9599355809112871,0.9086073551089121,0.8301765650080257
phoneme,2.41,rf,E2_cw,8,0.040670490994325195,0.06922385167365737,0.962132729613558,0.9190602274638544,0.8487584650112867
phoneme,2.41,rf,E2_cw,9,0.03405964717493217,0.07035042201250104,0.96144003614656,0.9152008393894248,0.8376560999039385
phoneme,2.41,rf,E3_smote_platt,0,0.011870647200851623,0.0759749318581525,0.9524777931838104,0.8983970925607566,0.8234556287237379
phoneme,2.41,rf,E3_smote_platt,1,0.012825009474387262,0.07626034575380604,0.9529885813333933,0.8944182168222417,0.8231592196349906
phoneme,2.41,rf,E3_smote_platt,2,0.01338783461438929,0.07618679559536462,0.9535158012388388,0.8989483581930519,0.8233815210559396
phoneme,2.41,rf,E3_smote_platt,3,0.013623870221001652,0.07794126601131428,0.9507319810521212,0.8926908074236302,0.8191320874247704
phoneme,2.41,rf,E3_smote_platt,4,0.012413000283802059,0.07651757143166012,0.9524306447787971,0.8928890168504764,0.8247876690783266
phoneme,2.41,rf,E3_smote_platt,5,0.005212618005787813,0.07455456715154075,0.9530368857413315,0.88884412355054,0.8299276956931783
phoneme,2.41,rf,E3_smote_platt,6,0.014668154430799716,0.07820724473240838,0.9515976620996844,0.8902521305257419,0.8166614073840328
phoneme,2.41,rf,E3_smote_platt,7,0.01895488633375331,0.08084910334586956,0.9493618698710626,0.8805664841492515,0.8064720812182741
phoneme,2.41,rf,E3_smote_platt,8,0.01342161016993191,0.07580409770019234,0.9538885296105195,0.8969234347690345,0.828732747804266
phoneme,2.41,rf,E3_smote_platt,9,0.011386807424689964,0.07614261412884371,0.953067106960657,0.8929380721935533,0.8248517015298158
phoneme,2.41,rf,E3_smote_iso,0,0.009884039563929988,0.07671739275124917,0.9516164884330347,0.8898573557863887,0.8202354438434617
phoneme,2.41,rf,E3_smote_iso,1,0.01654738161098748,0.07694883751847705,0.9510558270144012,0.8887496828711077,0.8162230671736375
phoneme,2.41,rf,E3_smote_iso,2,0.007588810339933489,0.07710775235136265,0.9514330142545069,0.8905383702135425,0.8197452229299363
phoneme,2.41,rf,E3_smote_iso,3,0.010647668670277222,0.07862026896651102,0.9500279752707854,0.8899493356427706,0.8171156893819335
phoneme,2.41,rf,E3_smote_iso,4,0.013519263587380205,0.0766919814670934,0.9513796729766811,0.8868720878840562,0.8205938092229943
phoneme,2.41,rf,E3_smote_iso,5,0.01809973165405977,0.07534915200527217,0.9527330221153268,0.889966295794535,0.8268015170670038
phoneme,2.41,rf,E3_smote_iso,6,0.015586908230460658,0.07909388761510383,0.9498868603422956,0.8833847458803289,0.8108964206525182
phoneme,2.41,rf,E3_smote_iso,7,0.011655450320347201,0.07984624508598029,0.9489063221469682,0.8716357083053738,0.8078406169665809
phoneme,2.41,rf,E3_smote_iso,8,0.008889707714193822,0.07608323737199651,0.9521599749510681,0.8910487248108717,0.8248517015298158
